,track_name,artists,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
861,Peaches (feat. Daniel Caesar & Giveon),Giveon,3,2021,3,19,14140,0,1445941661,231,52,612,6,19,90,-1,Major,63,49,68,38,0,42,18
862,Dakiti,Bad Bunny,2,2020,10,30,11215,21,1763363713,189,166,525,9,65,110,4,Minor,73,14,57,40,0,11,5
863,Dakiti,Jhay Cortez,2,2020,10,30,11215,21,1763363713,189,166,525,9,65,110,4,Minor,73,14,57,40,0,11,5
864,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,2,2021,12,29,1678,12,374191487,20,4,15,1,5,96,1,Minor,66,76,82,47,0,10,32
865,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Tiago pzk,2,2021,12,29,1678,12,374191487,20,4,15,1,5,96,1,Minor,66,76,82,47,0,10,32
866,L,Stromae,1,2022,1,9,2035,0,108809090,41,122,394,0,40,88,2,Minor,56,58,55,35,0,23,11
867,Nostl,Chris Brown,3,2021,9,8,2780,2,436695353,86,76,59,0,26,98,9,Minor,73,60,85,17,0,24,5
868,Nostl,Rvssian,3,2021,9,8,2780,2,436695353,86,76,59,0,26,98,9,Minor,73,60,85,17,0,24,5
869,Nostl,Rauw Alejandro,3,2021,9,8,2780,2,436695353,86,76,59,0,26,98,9,Minor,73,60,85,17,0,24,5
870,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,3,2021,9,24,4091,0,421040617,105,2,73,13,5,110,-1,Minor,72,67,68,0,0,14,4
871,Better Days (NEIKED x Mae Muller x Polo G),Mae Muller,3,2021,9,24,4091,0,421040617,105,2,73,13,5,110,-1,Minor,72,67,68,0,0,14,4
872,Better Days (NEIKED x Mae Muller x Polo G),Polo G,3,2021,9,24,4091,0,421040617,105,2,73,13,5,110,-1,Minor,72,67,68,0,0,14,4
873,Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,43,15,116,0,5,80,-1,Major,70,57,49,19,0,12,8
874,Sad Girlz Luv Money Remix (feat. Kali Uchis),Kali Uchis,3,2021,9,16,3643,0,354065229,69,3,70,0,1,110,1,Minor,86,31,53,43,0,11,6
875,Sad Girlz Luv Money Remix (feat. Kali Uchis),Amaarae,3,2021,9,16,3643,0,354065229,69,3,70,0,1,110,1,Minor,86,31,53,43,0,11,6
876,Sad Girlz Luv Money Remix (feat. Kali Uchis),Moliy,3,2021,9,16,3643,0,354065229,69,3,70,0,1,110,1,Minor,86,31,53,43,0,11,6
877,Butter,BTS,1,2021,5,21,4779,6,1143647827,180,135,223,0,47,110,8,Major,79,70,36,0,0,6,11
878,pushin P (feat. Young Thug),Young Thug,3,2022,1,7,3517,0,311395144,54,28,43,0,9,78,1,Minor,77,49,42,1,1,13,19
879,pushin P (feat. Young Thug),Future,3,2022,1,7,3517,0,311395144,54,28,43,0,9,78,1,Minor,77,49,42,1,1,13,19
880,pushin P (feat. Young Thug),Gunna,3,2022,1,7,3517,0,311395144,54,28,43,0,9,78,1,Minor,77,49,42,1,1,13,19
881,You Right,Doja Cat,2,2021,6,24,5073,0,672656250,83,9,100,0,3,129,8,Major,83,44,62,2,0,8,6
882,You Right,The Weeknd,2,2021,6,24,5073,0,672656250,83,9,100,0,3,129,8,Major,83,44,62,2,0,8,6
883,deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657,117,39,141,0,14,181,9,Major,44,22,60,61,0,42,9
884,Dynamite,BTS,1,2020,8,21,8528,5,1692897992,239,163,583,0,56,114,6,Minor,75,74,77,1,0,9,10
885,TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641,44,0,159,0,0,144,2,Major,74,39,65,5,1,11,35
886,Lost in the Fire,The Weeknd,2,2019,1,11,7731,2,686734357,110,145,447,0,49,101,2,Major,66,18,68,9,0,12,4
887,Lost in the Fire,Gesaffelstein,2,2019,1,11,7731,2,686734357,110,145,447,0,49,101,2,Major,66,18,68,9,0,12,4
888,Salimo de Noche,Trueno,2,2021,10,21,1057,0,261414174,17,5,21,0,1,84,2,Major,67,78,63,29,0,12,5
889,Salimo de Noche,Tiago pzk,2,2021,10,21,1057,0,261414174,17,5,21,0,1,84,2,Major,67,78,63,29,0,12,5
890,Volando - Remix,Sech,3,2021,7,8,3272,19,610045621,101,34,70,1,18,154,6,Major,66,63,69,21,0,11,7
891,Volando - Remix,Bad Bunny,3,2021,7,8,3272,19,610045621,101,34,70,1,18,154,6,Major,66,63,69,21,0,11,7
892,Volando - Remix,Mora,3,2021,7,8,3272,19,610045621,101,34,70,1,18,154,6,Major,66,63,69,21,0,11,7
893,Leave The Door Open,Bruno Mars,3,2021,3,5,14417,0,1115880852,237,123,569,0,41,148,5,Major,59,72,62,18,0,9,3
894,Leave The Door Open,Anderson .Paak,3,2021,3,5,14417,0,1115880852,237,123,569,0,41,148,5,Major,59,72,62,18,0,9,3
895,Leave The Door Open,Silk Sonic,3,2021,3,5,14417,0,1115880852,237,123,569,0,41,148,5,Major,59,72,62,18,0,9,3
896,Knife Talk (with 21 Savage ft. Project Pat),Drake,3,2021,9,3,5199,0,594482982,45,43,45,0,14,146,5,Minor,85,22,37,13,0,7,30
897,Knife Talk (with 21 Savage ft. Project Pat),Project Pat,3,2021,9,3,5199,0,594482982,45,43,45,0,14,146,5,Minor,85,22,37,13,0,7,30
898,Knife Talk (with 21 Savage ft. Project Pat),21 Savage,3,2021,9,3,5199,0,594482982,45,43,45,0,14,146,5,Minor,85,22,37,13,0,7,30
899,Don't Be Shy,Ti######sto,2,2021,8,1,6026,0,566954746,171,51,187,1,17,120,11,Minor,77,51,79,20,0,26,6
900,Don't Be Shy,Kar,2,2021,8,1,6026,0,566954746,171,51,187,1,17,120,11,Minor,77,51,79,20,0,26,6
901,Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,211283228,16,0,54,0,0,110,9,Major,53,75,69,7,0,17,3
902,LA FAMA (with The Weeknd),The Weeknd,2,2021,11,11,4640,3,374706940,81,93,507,6,34,136,-1,Minor,77,82,30,95,0,13,5
903,LA FAMA (with The Weeknd),ROSAL###,2,2021,11,11,4640,3,374706940,81,93,507,6,34,136,-1,Minor,77,82,30,95,0,13,5
904,The Family Madrigal,Olga Merediz,3,2021,11,19,1150,0,184937148,20,38,12,0,12,141,1,Major,59,56,63,12,0,6,36
905,The Family Madrigal,Stephanie Beatriz,3,2021,11,19,1150,0,184937148,20,38,12,0,12,141,1,Major,59,56,63,12,0,6,36
906,The Family Madrigal,Encanto - Cast,3,2021,11,19,1150,0,184937148,20,38,12,0,12,141,1,Major,59,56,63,12,0,6,36
907,Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571,1,1,3,0,0,108,9,Minor,46,23,48,75,30,14,4
908,Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418,24,47,74,0,15,94,-1,Major,42,47,36,76,0,9,5
909,Freaks,Surf Curse,1,2015,5,10,3006,3,824420218,23,21,121,0,8,180,9,Major,35,41,94,0,63,5,5
910,Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642,111,5,182,1,2,122,10,Major,77,51,79,5,0,16,5
911,Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248,42,70,384,0,24,85,10,Major,59,33,52,7,15,12,3
912,thought i was playing,21 Savage,2,2022,1,7,807,0,60680939,3,0,5,0,0,148,1,Major,68,29,73,0,0,7,7
913,thought i was playing,Gunna,2,2022,1,7,807,0,60680939,3,0,5,0,0,148,1,Major,68,29,73,0,0,7,7
914,ELEVEN,IVE,1,2021,12,1,521,1,247737946,17,89,11,0,30,120,9,Major,83,59,73,6,0,5,11
915,Mood (feat. Iann Dior),24kgoldn,2,2020,7,24,12854,0,1699402402,237,27,636,0,9,91,7,Minor,70,76,72,22,0,27,4
916,Mood (feat. Iann Dior),Iann Dior,2,2020,7,24,12854,0,1699402402,237,27,636,0,9,91,7,Minor,70,76,72,22,0,27,4
917,What Else Can I Do?,Stephanie Beatriz,2,2021,11,19,802,0,154797871,13,27,8,0,9,120,4,Major,72,54,71,26,0,10,4
918,What Else Can I Do?,Diane Guerrero,2,2021,11,19,802,0,154797871,13,27,8,0,9,120,4,Major,72,54,71,26,0,10,4
919,DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004,14,14,24,0,4,106,-1,Major,86,86,79,11,0,8,9
920,Miserable Man,David Kushner,1,2022,1,7,788,0,124407432,13,0,32,1,0,110,10,Major,63,31,35,93,0,29,3
921,happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,25,46,105,0,16,169,6,Major,39,36,45,81,0,8,13
922,Praise God,Kanye West,1,2021,8,29,4651,0,376333030,24,6,105,0,2,118,1,Major,80,21,55,1,0,26,17
923,Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,43,19,73,12,10,92,8,Minor,91,79,66,32,0,9,16
924,Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,205,130,625,0,51,112,3,Major,45,19,60,63,0,9,6
925,Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,25,3,52,0,2,140,2,Major,79,56,91,26,0,13,21
926,Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873,195,125,6280,2,44,105,8,Major,73,52,76,13,0,5,3
927,Sobrio,Maluma,1,2021,7,8,3506,10,513643924,103,76,100,1,29,178,5,Major,76,63,77,14,0,15,22
928,Peru,Ed Sheeran,2,2021,12,23,2999,0,261286503,60,17,154,0,5,108,7,Minor,96,71,42,57,0,8,9
929,Peru,Fireboy DML,2,2021,12,23,2999,0,261286503,60,17,154,0,5,108,7,Minor,96,71,42,57,0,8,9
930,favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,20,21,99,0,7,173,9,Major,40,19,29,86,0,34,4
931,Thunder,Prezioso,3,2021,5,7,4846,10,422691058,54,16,259,0,8,101,1,Major,67,40,90,3,0,34,6
932,Thunder,Gabry Ponte,3,2021,5,7,4846,10,422691058,54,16,259,0,8,101,1,Major,67,40,90,3,0,34,6
933,Thunder,LUM!X,3,2021,5,7,4846,10,422691058,54,16,259,0,8,101,1,Major,67,40,90,3,0,34,6
934,The Business,Ti#####,1,2020,1,1,14311,0,1062345656,255,32,582,0,10,120,8,Minor,80,24,62,41,2,11,23
935,positions,Ariana Grande,1,2020,10,23,8207,0,1252563873,175,55,95,0,18,144,-1,Major,73,66,80,44,0,9,12
936,I WANNA BE YOUR SLAVE,M######ne,1,2021,3,19,4873,0,851070493,65,88,434,3,30,133,1,Major,75,96,61,0,0,18,4
937,Vai L Em Casa,Mar######lia Mendon######a,2,2021,10,22,772,0,263894529,7,3,89,0,1,158,8,Minor,46,62,83,53,0,97,28
938,Vai L Em Casa,George Henrique &,2,2021,10,22,772,0,263894529,7,3,89,0,1,158,8,Minor,46,62,83,53,0,97,28
939,The Feels,TWICE,1,2021,10,1,1150,0,345903614,20,99,44,0,33,120,9,Major,81,92,90,9,0,8,7
940,HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566,111,127,210,0,43,129,-1,Major,61,59,46,56,0,13,5
941,No Lie,Sean Paul,2,2016,11,18,7370,0,956865266,92,127,1219,0,42,102,7,Major,74,45,89,5,0,26,13
942,No Lie,Dua Lipa,2,2016,11,18,7370,0,956865266,92,127,1219,0,42,102,7,Major,74,45,89,5,0,26,13
943,OUT OUT (feat. Charli XCX & Saweetie),Charli XCX,4,2021,8,13,6890,0,427486004,122,11,201,0,3,124,8,Minor,79,79,84,2,0,5,5
944,OUT OUT (feat. Charli XCX & Saweetie),Jax Jones,4,2021,8,13,6890,0,427486004,122,11,201,0,3,124,8,Minor,79,79,84,2,0,5,5
945,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,4,2021,8,13,6890,0,427486004,122,11,201,0,3,124,8,Minor,79,79,84,2,0,5,5
946,OUT OUT (feat. Charli XCX & Saweetie),Saweetie,4,2021,8,13,6890,0,427486004,122,11,201,0,3,124,8,Minor,79,79,84,2,0,5,5
947,Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366,4,2,50,0,0,90,4,Minor,73,31,45,85,24,11,3
948,2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,29,0,44,0,0,161,6,Minor,78,65,52,46,0,12,31
949,Bored,Billie Eilish,1,2017,3,30,4204,0,777765388,39,45,250,0,15,120,7,Major,60,11,33,90,0,8,5
950,Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151,19,0,38,0,0,81,-1,Major,45,12,57,7,0,23,3
951,Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,146,18,478,0,6,150,4,Minor,78,47,70,18,0,15,9
952,Ley Seca,Anuel Aa,2,2021,9,2,2012,0,355219175,101,12,38,0,4,105,8,Major,76,58,84,10,0,13,10
953,Ley Seca,Jhay Cortez,2,2021,9,2,2012,0,355219175,101,12,38,0,4,105,8,Major,76,58,84,10,0,13,10
954,Every Summertime,NIKI,1,2021,8,10,1211,2,290228626,30,2,5,0,1,79,6,Major,63,76,67,38,0,6,4
955,Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628,5,0,862,0,0,146,1,Minor,52,7,61,51,0,11,3
956,you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974,167,19,318,0,6,124,4,Major,64,8,37,79,0,9,5
957,The Nights,Avicii,1,2014,1,1,17354,8,1456081449,92,122,1282,0,43,126,6,Major,53,66,85,2,0,24,4
958,Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334,174,73,344,0,24,121,8,Major,75,53,74,2,0,11,5
959,Way 2 Sexy (with Future & Young Thug),Drake,3,2021,9,3,5481,0,489945871,144,30,86,0,10,136,11,Minor,80,33,60,0,0,32,14
960,Way 2 Sexy (with Future & Young Thug),Future,3,2021,9,3,5481,0,489945871,144,30,86,0,10,136,11,Minor,80,33,60,0,0,32,14
961,Way 2 Sexy (with Future & Young Thug),Young Thug,3,2021,9,3,5481,0,489945871,144,30,86,0,10,136,11,Minor,80,33,60,0,0,32,14
962,C,Rauw Alejandro,1,2021,6,25,2636,3,465959382,36,82,39,0,28,102,9,Minor,77,26,63,58,0,11,5
963,Enemy - from the series Arcane League of Legends,Imagine Dragons,3,2021,10,27,824,0,1223481149,8,8,8,2,3,77,7,Major,73,54,74,23,0,41,23
964,Enemy - from the series Arcane League of Legends,League of Legends,3,2021,10,27,824,0,1223481149,8,8,8,2,3,77,7,Major,73,54,74,23,0,41,23
965,Enemy - from the series Arcane League of Legends,Arcane,3,2021,10,27,824,0,1223481149,8,8,8,2,3,77,7,Major,73,54,74,23,0,41,23
966,Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672,533,167,3595,6,57,98,6,Minor,82,54,59,69,0,18,10
967,Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111,188,34,710,0,11,84,11,Minor,44,22,48,38,0,33,24
968,Qu M,J Balvin,2,2021,1,28,8087,0,720825549,92,34,131,0,11,102,8,Major,89,77,82,3,0,17,11
969,Qu M,Maria Becerra,2,2021,1,28,8087,0,720825549,92,34,131,0,11,102,8,Major,89,77,82,3,0,17,11
970,All of Me,John Legend,1,2013,8,1,27221,0,2086124197,308,118,4534,2,40,120,8,Major,42,33,26,92,0,13,3
971,Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927,265,121,12367,4,44,117,1,Major,52,73,91,0,0,11,7
972,Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132,107,47,584,1,16,72,9,Minor,45,27,33,82,0,14,4
973,Fair Trade (with Travis Scott),Drake,2,2021,9,3,5403,6,593917618,118,116,96,0,40,168,1,Major,67,29,47,5,0,22,26
974,Fair Trade (with Travis Scott),Travis Scott,2,2021,9,3,5403,6,593917618,118,116,96,0,40,168,1,Major,67,29,47,5,0,22,26
975,Bar,Tini,2,2021,11,11,755,4,200972675,22,3,0,0,2,94,1,Major,52,68,69,13,0,33,8
976,Bar,L-Gante,2,2021,11,11,755,4,200972675,22,3,0,0,2,94,1,Major,52,68,69,13,0,33,8
977,The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967,0,4,23,0,1,145,8,Major,41,65,88,0,0,26,5
978,family ties (with Kendrick Lamar),Kendrick Lamar,2,2021,8,27,6308,5,560222750,114,15,63,0,6,134,1,Major,71,14,61,1,0,23,33
979,family ties (with Kendrick Lamar),Baby Keem,2,2021,8,27,6308,5,560222750,114,15,63,0,6,134,1,Major,71,14,61,1,0,23,33
980,Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704,306,99,5063,2,38,148,1,Major,35,24,93,0,0,10,8
981,Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771,2,12,10,0,4,127,4,Minor,60,40,89,9,0,60,6
982,AM Remix,J Balvin,3,2021,6,24,6556,0,528544703,93,5,67,1,2,172,6,Minor,74,79,66,11,0,8,16
983,AM Remix,Nio Garcia,3,2021,6,24,6556,0,528544703,93,5,67,1,2,172,6,Minor,74,79,66,11,0,8,16
984,AM Remix,Bad Bunny,3,2021,6,24,6556,0,528544703,93,5,67,1,2,172,6,Minor,74,79,66,11,0,8,16
985,Streets,Doja Cat,1,2019,11,7,5728,0,865640097,85,87,179,0,29,90,11,Major,75,19,46,21,4,34,8
986,Shallow,Lady Gaga,2,2018,9,27,16636,12,2159346687,368,155,2854,6,57,96,7,Major,57,30,40,38,0,26,3
987,Shallow,Bradley Cooper,2,2018,9,27,16636,12,2159346687,368,155,2854,6,57,96,7,Major,57,30,40,38,0,26,3
988,Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494,10,56,17,0,18,138,7,Minor,74,65,67,46,0,36,4
989,Leave Before You Love Me (with Jonas Brothers),Marshmello,2,2021,4,28,4893,4,651732901,143,24,110,0,9,120,7,Major,72,67,72,0,0,13,4
990,Leave Before You Love Me (with Jonas Brothers),Jonas Brothers,2,2021,4,28,4893,4,651732901,143,24,110,0,9,120,7,Major,72,67,72,0,0,13,4
991,Permission to Dance,BTS,1,2021,7,9,1801,2,608334048,77,134,74,0,45,125,9,Major,70,65,74,1,0,34,4
992,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,4,2021,1,15,12043,0,863756573,209,54,710,0,18,123,2,Major,82,80,86,1,0,30,13
993,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Nightcrawlers,4,2021,1,15,12043,0,863756573,209,54,710,0,18,123,2,Major,82,80,86,1,0,30,13
994,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Mufasa & Hypeman,4,2021,1,15,12043,0,863756573,209,54,710,0,18,123,2,Major,82,80,86,1,0,30,13
995,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Dopamine,4,2021,1,15,12043,0,863756573,209,54,710,0,18,123,2,Major,82,80,86,1,0,30,13
996,RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345,141,12,78,0,4,81,6,Major,79,44,54,41,0,13,24
997,'Till I Collapse,Eminem,2,2002,5,26,22923,0,1695712020,78,46,2515,1,15,171,1,Major,55,10,85,7,0,8,20
998,'Till I Collapse,Nate Dogg,2,2002,5,26,22923,0,1695712020,78,46,2515,1,15,171,1,Major,55,10,85,7,0,8,20
999,Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,272,67,1066,1,23,91,11,Major,77,60,32,84,0,8,5
1000,Se Le Ve,Arcangel,8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,7,Minor,56,61,76,10,0,14,11
1001,Se Le Ve,De La Ghetto,8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,7,Minor,56,61,76,10,0,14,11
1002,Se Le Ve,Justin Quiles,8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,7,Minor,56,61,76,10,0,14,11
1003,Se Le Ve,Lenny Tav######rez,8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,7,Minor,56,61,76,10,0,14,11
1004,Se Le Ve,Sech,8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,7,Minor,56,61,76,10,0,14,11
1005,Se Le Ve,Dalex,8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,7,Minor,56,61,76,10,0,14,11
1006,Se Le Ve,Dimelo Flow,8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,7,Minor,56,61,76,10,0,14,11
1007,Se Le Ve,Rich Music,8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,7,Minor,56,61,76,10,0,14,11
1008,25k jacket (feat. Lil Baby),Gunna,2,2022,1,7,620,0,54937991,17,3,3,0,1,115,5,Minor,90,74,54,16,0,13,28
1009,25k jacket (feat. Lil Baby),Lil Baby,2,2022,1,7,620,0,54937991,17,3,3,0,1,115,5,Minor,90,74,54,16,0,13,28
1010,When Im Gone (with Katy,Katy Perry,2,2021,12,29,3270,0,226897599,89,21,65,0,7,125,-1,Major,69,70,89,4,0,49,3
1011,When Im Gone (with Katy,Alesso,2,2021,12,29,3270,0,226897599,89,21,65,0,7,125,-1,Major,69,70,89,4,0,49,3
1012,Esquea-Me Se For C,Mar######lia Mendon######a,2,2021,10,14,580,0,258316038,24,92,93,0,30,122,6,Minor,80,62,69,28,0,13,7
1013,Esquea-Me Se For C,Maiara &,2,2021,10,14,580,0,258316038,24,92,93,0,30,122,6,Minor,80,62,69,28,0,13,7
1014,Min,Tini,2,2021,4,29,3406,16,596152090,61,23,70,1,13,92,2,Major,85,92,54,16,0,29,7
1015,Min,Maria Becerra,2,2021,4,29,3406,16,596152090,61,23,70,1,13,92,2,Major,85,92,54,16,0,29,7
1016,S,Anuel Aa,3,2021,11,18,903,0,177129919,30,26,15,0,8,90,6,Minor,63,75,75,17,0,11,8
1017,S,Myke Towers,3,2021,11,18,903,0,177129919,30,26,15,0,8,90,6,Minor,63,75,75,17,0,11,8
1018,S,Jhay Cortez,3,2021,11,18,903,0,177129919,30,26,15,0,8,90,6,Minor,63,75,75,17,0,11,8
1019,MAMIII,Karol G,2,2022,2,10,6809,28,716591492,151,102,175,5,45,94,4,Minor,84,90,70,9,0,14,8
1020,MAMIII,Becky G,2,2022,2,10,6809,28,716591492,151,102,175,5,45,94,4,Minor,84,90,70,9,0,14,8
1021,Still D.R.E.,Dr. Dre,2,1999,1,1,33966,0,1210599487,141,78,6591,1,26,93,11,Major,81,53,78,18,0,6,24
1022,Still D.R.E.,Snoop Dogg,2,1999,1,1,33966,0,1210599487,141,78,6591,1,26,93,11,Major,81,53,78,18,0,6,24
1023,Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690,4,113,20,0,39,130,2,Minor,51,50,76,30,0,10,7
1024,Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,76,0,102,0,0,180,7,Minor,35,23,61,23,0,19,6
1025,The Joker And The Queen (feat. Taylor Swift),Ed Sheeran,2,2022,2,11,1430,0,146789379,46,1,34,0,0,134,-1,Major,53,31,31,92,0,28,3
1026,The Joker And The Queen (feat. Taylor Swift),Taylor Swift,2,2022,2,11,1430,0,146789379,46,1,34,0,0,134,-1,Major,53,31,31,92,0,28,3
1027,The Next Episode,Dr. Dre,2,1999,1,1,31762,0,843309044,142,40,5451,1,13,95,3,Minor,92,31,89,3,0,8,25
1028,The Next Episode,Snoop Dogg,2,1999,1,1,31762,0,843309044,142,40,5451,1,13,95,3,Minor,92,31,89,3,0,8,25
1029,Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,119,6,85,1,2,184,6,Major,69,91,63,11,0,9,31
1030,City of Gods,Kanye West,3,2022,2,11,2096,0,107255472,34,3,30,0,1,147,8,Minor,47,50,80,10,0,32,38
1031,City of Gods,Alicia Keys,3,2022,2,11,2096,0,107255472,34,3,30,0,1,147,8,Minor,47,50,80,10,0,32,38
1032,City of Gods,Fivio Foreign,3,2022,2,11,2096,0,107255472,34,3,30,0,1,147,8,Minor,47,50,80,10,0,32,38
1033,Brividi,Mahmood,2,2022,2,2,1175,0,135079152,34,1,31,0,0,123,7,Major,52,44,60,40,0,26,3
1034,Brividi,Blanco,2,2022,2,2,1175,0,135079152,34,1,31,0,0,123,7,Major,52,44,60,40,0,26,3
1035,Lost,Frank Ocean,1,2012,1,1,29499,11,822239726,124,27,587,0,12,123,10,Minor,91,49,61,3,0,17,22
1036,In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675,235,106,5221,1,38,90,6,Minor,90,79,71,26,0,7,37
1037,she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,105,12,51,0,4,160,2,Minor,61,65,64,1,0,12,4
1038,Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997,13,0,113,1,0,115,1,Major,60,37,71,8,0,48,4
1039,All For Us - from the HBO Original Series Euphoria,Labrinth,2,2019,8,4,5342,0,426204830,33,123,7,0,41,141,3,Major,37,17,67,2,0,34,9
1040,All For Us - from the HBO Original Series Euphoria,Zendaya,2,2019,8,4,5342,0,426204830,33,123,7,0,41,141,3,Major,37,17,67,2,0,34,9
1041,Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,22,13,65,0,4,160,9,Major,31,30,88,7,0,8,8
1042,Formula,Labrinth,1,2019,10,4,3444,7,554875730,24,85,102,0,30,145,11,Major,57,23,66,4,6,15,4
1043,Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006,45,1,80,0,0,89,-1,Minor,46,43,43,23,8,8,22
1044,Excuses,Intense,3,2020,7,24,272,4,327498031,7,21,2,0,8,95,5,Minor,84,49,72,8,0,15,8
1045,Excuses,AP Dhillon,3,2020,7,24,272,4,327498031,7,21,2,0,8,95,5,Minor,84,49,72,8,0,15,8
1046,Excuses,Gurinder Gill,3,2020,7,24,272,4,327498031,7,21,2,0,8,95,5,Minor,84,49,72,8,0,15,8
1047,Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548,11,0,10,0,0,160,2,Major,60,47,62,3,0,38,4
1048,"Cay La Noche (feat. Cruz Cafun, Abhir Hathi, Bejo, EL IMA)",Quevedo,7,2022,1,14,1034,1,245400167,19,5,12,0,2,174,5,Minor,67,74,75,44,0,7,30
1049,"Cay La Noche (feat. Cruz Cafun, Abhir Hathi, Bejo, EL IMA)",La Pantera,7,2022,1,14,1034,1,245400167,19,5,12,0,2,174,5,Minor,67,74,75,44,0,7,30
1050,"Cay La Noche (feat. Cruz Cafun, Abhir Hathi, Bejo, EL IMA)",Juseph,7,2022,1,14,1034,1,245400167,19,5,12,0,2,174,5,Minor,67,74,75,44,0,7,30
1051,"Cay La Noche (feat. Cruz Cafun, Abhir Hathi, Bejo, EL IMA)",Cruz Cafun######,7,2022,1,14,1034,1,245400167,19,5,12,0,2,174,5,Minor,67,74,75,44,0,7,30
1052,"Cay La Noche (feat. Cruz Cafun, Abhir Hathi, Bejo, EL IMA)",B######jo,7,2022,1,14,1034,1,245400167,19,5,12,0,2,174,5,Minor,67,74,75,44,0,7,30
1053,"Cay La Noche (feat. Cruz Cafun, Abhir Hathi, Bejo, EL IMA)",Abhir Hathi,7,2022,1,14,1034,1,245400167,19,5,12,0,2,174,5,Minor,67,74,75,44,0,7,30
1054,California Love - Original Version (Explicit),Dr. Dre,3,1995,12,28,18773,0,579395142,128,17,1663,0,5,92,7,Major,77,76,84,3,0,38,4
1055,California Love - Original Version (Explicit),2Pac,3,1995,12,28,18773,0,579395142,128,17,1663,0,5,92,7,Major,77,76,84,3,0,38,4
1056,California Love - Original Version (Explicit),Roger,3,1995,12,28,18773,0,579395142,128,17,1663,0,5,92,7,Major,77,76,84,3,0,38,4
