,track_name,artists,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
244,Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358,69,100,154,20,202,Major,34,25,51,69,0,18,4
245,Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,84,84,42,0,153,Minor,56,42,52,5,0,36,24
246,Easy On Me,Adele,1,2021,10,14,10195,20,1406111294,258,87,657,22,142,Major,60,13,37,58,0,13,3
247,Carto B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339,7,2,30,1,108,Minor,84,55,47,26,0,20,64
248,Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653,3,3,6,0,143,Major,83,25,69,4,0,23,12
249,Oi Balde - Ao Vivo,Z###### Neto & Crist,1,2023,2,14,845,2,145458418,12,57,47,1,108,Major,67,55,67,60,0,80,5
250,The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568,81,53,3271,1,104,Minor,95,78,66,3,0,4,6
251,MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117,41,22,56,4,93,Minor,84,96,79,43,0,18,11
252,The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686,3,79,21,1,105,Minor,65,46,53,16,0,9,5
253,Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741,109,42,158,3,170,Major,44,27,32,89,0,14,5
254,Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624,9,13,11,0,178,Minor,62,56,66,18,0,12,5
255,Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489,37,3,27,0,176,Minor,50,44,76,10,0,32,5
256,UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115,14,110,9,0,104,Minor,80,38,88,11,0,11,5
257,Haegeum,Agust D,1,2023,4,21,244,12,118810253,6,84,10,2,85,Major,70,83,84,31,0,47,30
258,Conexes de Mfia (feat. Rich ,"Rich The Kid, Matu##",2,2023,4,30,385,4,77233241,17,7,41,1,117,Minor,77,69,58,39,0,26,5
259,MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1020,35,206399629,15,26,30,6,80,Major,52,57,48,86,0,15,39
260,Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907,46,5,51,0,98,Major,44,36,41,50,0,38,5
261,X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,45,80,53,8,178,Minor,79,58,78,34,0,11,25
262,ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992,67,55,48,0,148,Major,51,27,33,48,0,22,3
263,Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964,15,93,30,0,120,Major,77,94,66,65,0,38,3
264,I AM,IVE,1,2023,4,10,366,15,123132751,16,102,7,0,122,Minor,68,38,88,1,0,8,5
265,Cupid  Twin Ver. (FIFTY FIFTY)  Spe,sped up 8282,1,1997,1,1,472,2,103762518,0,0,6,0,144,Major,74,75,73,42,0,9,4
266,Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075,8,14,12,2,96,Major,93,47,47,33,0,10,36
267,Super,SEVENTEEN,1,2023,4,24,271,12,91221625,16,103,9,0,137,Major,77,35,88,16,0,17,9
268,Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915,21,4,13,0,121,Minor,94,71,61,12,0,53,42
269,Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,96180277,36,65,28,0,119,Minor,60,10,57,1,0,50,3
270,All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,185240616,26,6,19,0,96,Major,72,40,47,71,0,13,4
271,PROVENZA,Karol G,1,2022,4,21,6587,34,885093467,114,104,147,11,111,Major,87,53,52,66,1,11,5
272,Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946,0,0,0,0,148,Major,90,74,68,14,0,10,19
273,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338,4,64,4,2,182,Major,57,80,59,8,0,6,5
274,Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087,234,71,543,18,141,Major,79,82,86,28,0,4,9
275,Igualito a Mi Ap,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978,8,84,5,1,145,Minor,76,80,81,19,0,6,9
276,Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644,16,90,10,0,110,Minor,76,26,70,1,0,41,6
277,Komang,Raim Laode,1,2022,8,16,158,4,137123880,5,6,1,1,134,Major,70,35,41,41,0,10,3
278,DESPECH,ROSAL###,1,2022,7,28,7613,33,782369383,180,90,422,15,130,Major,92,78,62,18,0,6,10
279,Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952,142,23,127,3,145,Major,84,88,53,35,0,8,7
280,Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255,0,0,21,0,130,Minor,69,36,90,1,10,15,4
281,No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295,17,80,22,9,173,Major,59,69,53,12,0,23,3
282,Punto G,Quevedo,1,2022,11,4,1985,35,381161027,34,26,37,5,92,Minor,75,55,76,25,0,10,15
283,Lovers Rock,TV Girl,1,2014,6,5,6339,13,466231982,3,1,36,1,105,Minor,56,57,87,0,1,10,4
284,METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552,18,78,24,0,175,Minor,59,15,64,43,90,12,10
285,Mami Chula,"Quevedo, Jhayco",2,2023,4,27,875,4,61105704,17,13,27,0,120,Minor,80,33,70,22,0,9,4
286,En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,198275403,3,31,2,1,139,Minor,70,77,48,37,0,12,5
287,Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603,4,71,16,1,132,Minor,59,56,82,12,0,12,6
288,I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,30,70,142,0,114,Major,32,17,74,14,0,17,3
289,Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105,0,34502215,5,9,5,0,145,Minor,54,19,48,36,0,37,5
290,Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240,53,120,62,0,110,Major,82,67,69,0,0,18,4
291,Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600,21,55,32,3,94,Major,89,61,66,17,0,36,16
292,Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467,151,107,801,1,134,Major,45,17,60,21,0,33,4
293,Like Crazy (English Version),Jimin,1,2023,3,24,373,19,173627354,4,72,5,0,120,Major,62,32,76,0,0,39,4
294,Rosa Pastel,"Jasiel Nu######ez, Peso P",2,2023,2,2,200,4,90025258,8,77,2,1,123,Minor,70,86,68,24,0,11,4
295,Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649,156,35,110,19,131,Major,77,84,71,35,0,15,4
296,Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502,21,1829992958,247,54,5567,1,171,Major,70,6,73,1,0,36,26
297,Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831,18,51,1005,0,130,Minor,80,64,76,2,0,20,6
298,Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671,10,41,20,0,94,Major,82,53,67,34,0,9,8
299,People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,209,4,95816024,4,45,11,2,89,Minor,73,44,57,39,0,32,6
300,REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,9,117206995,20,8,15,0,87,Minor,65,71,56,4,0,15,20
301,"Arcngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,100409613,11,3,18,1,124,Minor,72,79,78,55,0,15,30
302,DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350,23,0,18,0,78,Major,71,80,65,51,0,22,32
303,10:35,"Ti######sto, Tate M",2,2022,11,1,4942,26,325592432,190,104,147,18,120,Major,70,70,79,7,0,18,10
304,SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709,0,58473276,8,1,13,0,96,Minor,48,50,80,40,0,37,20
305,HAPPY,NF,1,2023,3,25,660,0,52722996,22,7,11,0,106,Major,73,22,86,31,0,12,4
306,La Bebe,Yng Lvcas,1,2021,12,24,489,17,191945597,4,11,5,1,170,Minor,78,75,46,62,0,12,35
307,I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,407,0,77377503,16,15,5,0,134,Minor,67,11,76,8,47,30,7
308,Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613,166,42,199,16,115,Major,71,90,73,30,0,11,5
309,Le,Mar######lia Mendo,1,2022,12,9,993,4,267789608,30,84,88,1,130,Major,74,79,87,45,0,30,3
310,Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483,240,98,468,3,118,Major,65,63,79,3,0,10,3
311,Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773,67,84,46,16,110,Major,59,22,38,42,0,12,3
312,VOID,Melanie Martinez,1,2023,3,29,596,0,67070410,29,9,12,0,100,Major,72,42,66,18,4,19,4
313,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601,5,48,2,1,142,Minor,70,76,79,26,0,11,7
314,Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509,19,29,21,0,140,Major,64,18,37,72,0,12,7
315,If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767,81,27,66,9,116,Major,90,96,73,62,0,9,4
316,You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306,37,88,9,0,120,Major,73,64,85,25,0,61,3
317,LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549,28,57,43,8,92,Minor,76,46,79,31,0,7,6
318,Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700,23,2,21,0,110,Minor,81,64,79,5,0,31,3
319,Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705,20,68,50,0,120,Major,71,57,97,1,0,13,11
320,Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624,17,1357608774,21,0,386,0,80,Major,63,40,61,9,0,56,6
321,CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144,52,66,55,1,115,Minor,95,43,69,47,0,9,31
322,I Love You So,The Walters,1,2014,11,28,7536,7,972164968,44,19,135,0,76,Major,58,46,67,65,0,13,4
323,Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682,71,53,181,0,172,Major,60,77,78,45,0,12,6
324,Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338,231,37,1509,0,99,Major,40,45,56,69,0,9,5
325,The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785,122,94,1992,0,136,Minor,36,12,57,9,0,14,8
326,Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767,27,27,29,1,150,Minor,90,64,14,67,35,11,10
327,Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992,0,0,0,0,92,Minor,71,41,31,79,0,10,5
328,Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566,20,8,30,2,95,Major,77,72,87,17,0,7,5
329,LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764,72,64,64,6,102,Minor,83,58,83,21,0,10,5
330,Low,SZA,1,2022,12,9,1911,0,272377463,23,71,14,0,145,Minor,70,34,55,43,0,16,6
331,Numb,Linkin Park,1,2003,3,24,20111,5,1361425037,39,0,7341,0,110,Major,50,24,86,0,0,64,4
332,Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242,32,18,39,2,95,Major,64,30,77,46,0,38,6
333,on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790,22,82,8,0,94,Minor,68,81,82,53,0,9,13
334,One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433,11,58,5,0,142,Major,61,92,91,0,0,26,3
335,Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336,108,16,197,3,145,Minor,59,20,74,1,0,15,5
336,Aint Tha,Morgan Wallen,1,2023,3,3,356,4,88791109,4,20,0,0,121,Minor,64,67,80,0,0,36,3
337,Thinkin B,Morgan Wallen,1,2023,3,3,604,6,125917280,22,101,0,0,140,Minor,66,43,76,49,0,12,3
338,Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254,29,3,18,0,137,Minor,84,44,67,8,0,11,6
339,Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148,11,54,0,0,104,Major,56,72,85,0,0,15,3
340,Heaven,Niall Horan,1,2023,2,17,1553,2,144584800,61,6,48,0,92,Major,57,68,76,7,0,33,3
341,LET GO,Central Cee,1,2022,12,15,2301,20,298063749,49,23,110,0,146,Minor,74,51,45,86,0,21,38
342,Sial,Mahalini,1,2023,1,23,134,4,166570053,4,6,0,0,120,Major,56,20,43,89,0,12,4
343,I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468,15,17,0,0,144,Major,68,83,81,9,0,8,4
344,"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056,11,101,0,0,94,Major,59,44,56,80,0,6,3
345,SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294,32,3,9,0,94,Major,73,65,79,5,2,11,6
346,PLAYA DEL INGL,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663,30,15,34,2,113,Minor,79,66,74,8,0,11,5
347,Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931,14,35,1,0,148,Major,50,49,76,12,0,12,3
348,Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389,45,11,20,0,98,Major,70,29,73,12,0,11,26
349,Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415,1,10,1,0,140,Major,58,26,38,91,0,10,4
350,Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316,59,100,58,13,100,Major,36,28,28,81,0,18,3
351,PERO T,"Karol G, Quevedo",2,2023,2,23,387,11,93438910,11,15,14,3,140,Major,86,68,79,39,0,11,29
352,Hype Boy,NewJeans,1,2022,8,1,892,17,363472647,20,119,12,2,100,Minor,59,78,94,27,0,29,23
353,Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382,66,26,277,3,100,Minor,59,49,65,2,0,13,3
354,Monoton,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517,118,34,150,4,132,Minor,87,82,70,42,0,21,5
355,98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272,6,15,0,0,142,Major,49,48,67,10,0,26,3
356,WANDA,Quevedo,1,2023,1,20,888,22,175399345,11,24,7,1,176,Minor,72,96,63,25,0,21,7
357,Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468,16,53,1,0,140,Major,53,51,70,49,0,14,3
358,In The End,Linkin Park,1,2000,10,24,25065,6,1624165576,63,0,6808,2,105,Minor,55,40,90,1,0,32,6
359,Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498,20,1,71,2,135,Major,81,97,77,75,0,35,3
360,Lovezinho,Treyce,1,2022,7,28,242,0,70069745,12,2,13,0,128,Minor,82,61,59,30,0,12,4
361,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,94,21,80,15,101,Major,74,43,69,12,0,12,7
362,Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962,20,64,35,6,122,Major,88,43,50,7,0,14,5
363,Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576,16,19,21,3,105,Minor,76,49,56,80,12,10,13
364,Sem Aliana no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665,6,1,21,0,83,Major,53,40,36,73,0,11,33
365,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149,122,88,580,21,77,Minor,72,59,76,24,0,42,28
366,Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,7,0,203,0,140,Minor,75,18,25,78,0,11,26
367,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310,26,69,73,2,158,Major,65,72,95,31,0,92,5
368,LA CANCI,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549,177,109,305,3,176,Major,75,43,65,15,0,11,32
369,Qu Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112,19,59,18,5,98,Major,73,88,57,56,0,5,2
370,Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971,57,4,48,0,107,Minor,66,47,40,72,0,11,3
371,After Hours,The Weeknd,1,2020,2,19,8084,6,698086140,45,115,218,1,109,Minor,66,16,57,10,1,12,3
372,About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473,0,0,25,0,109,Minor,84,72,74,10,0,34,7
373,Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974,5,9,0,0,148,Major,53,61,81,5,0,36,4
374,Shinunoga E-Wa,Fujii Kaze,1,2020,5,20,685,14,403097450,24,94,9,0,158,Minor,60,52,76,17,0,19,5
375,Besos Moja2,"Wisin & Yandel, ROSAL###",2,2022,9,29,2460,13,309483971,53,7,56,3,94,Minor,74,64,73,6,0,10,6
376,Maan Meri Jaan,King,1,2022,10,12,288,6,319566866,11,80,1,0,96,Minor,70,40,51,35,0,10,4
377,Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,74,113,85,9,100,Minor,80,29,67,29,0,12,3
378,My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,0,0,0,0,105,Major,58,42,68,1,0,14,4
379,Devil Don,Morgan Wallen,1,2023,3,3,166,0,32526947,2,10,0,0,125,Major,53,32,66,38,0,9,3
380,LLYLM,ROSAL###,1,2023,1,27,1838,0,124988687,105,41,114,1,170,Minor,56,56,63,13,0,19,27
381,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664,86,1,49,0,115,Major,70,84,90,17,0,41,6
382,TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790,88,24,101,7,122,Major,64,25,89,0,0,15,9
383,ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721,23,95,11,0,105,Minor,88,82,80,8,0,11,8
384,Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624,27,0,28,13,133,Major,66,74,84,25,0,21,4
385,VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295,15,40,21,1,100,Major,79,60,68,7,0,26,4
386,Shirt,SZA,1,2022,10,28,3469,0,309653982,71,95,31,0,120,Minor,82,55,45,15,3,9,10
387,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960,129,31,212,1,177,Major,25,17,30,90,0,13,3
388,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354,113,17,208,0,142,Minor,64,31,72,15,0,9,5
389,"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035,47,60,87,12,144,Minor,57,47,84,1,1,52,4
390,Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332,113,92,259,0,120,Minor,65,80,86,9,0,19,10
391,"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672,9,1,12,4,135,Major,92,73,51,55,0,15,6
392,Calm Down,R####,1,2022,2,9,4013,10,445763624,107,44,750,22,107,Major,81,82,78,38,0,12,4
393,Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184,13,78,2,0,105,Major,82,62,74,10,0,33,7
394,Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753,12,1,11,0,108,Minor,44,38,77,9,0,9,20
395,Space Song,Beach House,1,2015,1,1,17852,4,789753877,69,76,335,0,147,Minor,51,62,79,22,13,14,3
396,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833,11,78,35,0,115,Major,71,34,88,16,0,44,4
397,Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,124,66,212,13,174,Major,70,57,64,23,0,8,32
398,Mu,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253,33,7,53,2,90,Minor,68,83,71,3,0,31,8
399,TV,Billie Eilish,1,2022,7,21,3009,2,338564981,68,89,65,0,141,Minor,41,9,25,84,1,14,4
400,I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953,136,24,1959,0,82,Major,68,50,49,56,0,8,4
401,Heather,Conan Gray,1,2020,3,20,6170,7,1301799902,82,1,231,0,92,Major,47,25,43,62,0,32,3
402,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018,21,79,2,0,116,Minor,77,65,80,6,0,15,4
403,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891,537,122,2726,6,124,Minor,79,59,86,4,0,8,11
404,Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809,12,56,13,0,125,Minor,71,83,89,1,0,17,9
405,Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895,57,119,77,1,90,Major,80,71,69,2,0,27,10
406,WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270,128,84,75,0,83,Major,46,34,64,31,0,7,34
407,Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973,532,77,1535,3,124,Minor,79,68,79,1,0,10,8
408,After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885,1,9,3,0,140,Major,58,4,60,7,41,8,3
409,Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678,27,64,66,1,154,Major,64,61,91,15,0,72,4
410,INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763,300,47,690,0,150,Minor,74,89,70,2,0,5,6
411,MIDDLE OF THE NIGHT,Elley Duh##,1,2020,1,10,4057,8,872137015,78,21,240,1,186,Minor,41,9,61,2,0,12,5
412,Atlantis,Seafret,1,2015,4,22,3045,6,571386359,43,53,134,1,166,Minor,40,23,48,5,0,12,3
413,PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,54,32,66,2,107,Major,87,20,83,0,4,31,9
414,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,14,1,50,0,87,Major,87,52,52,31,0,28,24
415,How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823,72,97,58,0,82,Major,40,39,64,21,0,7,7
416,Blind,SZA,1,2022,12,9,1484,0,163284000,22,51,12,0,114,Minor,46,60,28,91,0,21,4
417,Die For You,Joji,1,2022,11,4,1703,0,246390068,38,45,36,16,148,Major,47,15,52,38,13,29,5
418,Doja,Central Cee,1,2022,7,20,4169,44,482257456,57,44,183,1,140,Major,91,97,57,38,0,40,29
419,Gatita,Bellakath,1,2022,10,3,1054,0,168684524,9,0,15,0,101,Major,90,76,81,15,24,33,6
420,Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819,39,45,27,0,140,Minor,81,6,84,5,23,6,6
421,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,12,22,12,0,88,Minor,49,24,66,19,0,18,29
422,Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497,120,86,164,4,180,Major,64,44,65,28,0,14,12
423,Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,104,17,76,9,133,Major,95,91,89,6,0,31,24
424,Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327,117,1,676,3,108,Minor,63,20,55,72,0,6,6
425,Dream On,Aerosmith,1,1973,1,5,168,0,838586769,0,0,5,0,80,Minor,39,24,43,39,0,23,3
426,Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,14,1,17,0,75,Minor,80,46,62,3,6,11,46
427,Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,238,122,557,17,121,Minor,67,26,64,52,0,17,10
428,WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,34,54,34,0,140,Minor,58,17,62,18,0,20,8
429,Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,945,15,126,Minor,81,59,90,5,0,36,3
430,KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833,38,101,26,0,102,Major,58,29,94,0,0,9,11
431,Evergreen (You Didnt Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678,70,0,49,0,82,Major,70,31,34,60,1,11,4
432,Good Days,SZA,1,2020,12,24,10426,2,826623384,133,109,182,1,121,Minor,46,53,78,23,0,72,6
433,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,198,13,544,0,103,Minor,70,92,83,1,0,7,6
434,Woman,Doja Cat,1,2021,6,25,9424,0,1329090101,202,50,463,4,108,Minor,82,88,76,9,0,12,9
435,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132,2,4,6,0,85,Minor,65,36,47,31,0,12,10
436,Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,173,79,175,0,125,Minor,84,70,69,1,0,5,5
437,"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,8,18,20,0,120,Major,69,40,39,41,0,13,6
438,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,26,98,4,0,94,Major,58,44,57,57,0,10,3
439,Agudo Mgi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517,4,0,14,0,130,Minor,65,49,80,22,4,7,5
440,Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,56,38,1891,1,110,Major,74,51,74,2,0,29,4
441,All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,387,132,2094,0,150,Major,34,33,63,16,0,7,4
442,Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109,274,111,1302,0,107,Minor,74,88,65,28,0,46,3
443,Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520,191,168,206,0,140,Major,70,85,41,71,0,45,5
444,Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,165,99,104,0,119,Major,74,78,37,84,0,6,3
